"","Cell","Case","Class","AngleCh1","AngleStatusCh1","AreaCh1","AreaStatusCh1","AvgIntenCh1","AvgIntenCh2","AvgIntenCh3","AvgIntenCh4","AvgIntenStatusCh1","AvgIntenStatusCh2","AvgIntenStatusCh3","AvgIntenStatusCh4","ConvexHullAreaRatioCh1","ConvexHullAreaRatioStatusCh1","ConvexHullPerimRatioCh1","ConvexHullPerimRatioStatusCh1","DiffIntenDensityCh1","DiffIntenDensityCh3","DiffIntenDensityCh4","DiffIntenDensityStatusCh1","DiffIntenDensityStatusCh3","DiffIntenDensityStatusCh4","EntropyIntenCh1","EntropyIntenCh3","EntropyIntenCh4","EntropyIntenStatusCh1","EntropyIntenStatusCh3","EntropyIntenStatusCh4","EqCircDiamCh1","EqCircDiamStatusCh1","EqEllipseLWRCh1","EqEllipseLWRStatusCh1","EqEllipseOblateVolCh1","EqEllipseOblateVolStatusCh1","EqEllipseProlateVolCh1","EqEllipseProlateVolStatusCh1","EqSphereAreaCh1","EqSphereAreaStatusCh1","EqSphereVolCh1","EqSphereVolStatusCh1","FiberAlign2Ch3","FiberAlign2Ch4","FiberAlign2StatusCh3","FiberAlign2StatusCh4","FiberLengthCh1","FiberLengthStatusCh1","FiberWidthCh1","FiberWidthStatusCh1","IntenCoocASMCh3","IntenCoocASMCh4","IntenCoocASMStatusCh3","IntenCoocASMStatusCh4","IntenCoocContrastCh3","IntenCoocContrastCh4","IntenCoocContrastStatusCh3","IntenCoocContrastStatusCh4","IntenCoocEntropyCh3","IntenCoocEntropyCh4","IntenCoocEntropyStatusCh3","IntenCoocEntropyStatusCh4","IntenCoocMaxCh3","IntenCoocMaxCh4","IntenCoocMaxStatusCh3","IntenCoocMaxStatusCh4","KurtIntenCh1","KurtIntenCh3","KurtIntenCh4","KurtIntenStatusCh1","KurtIntenStatusCh3","KurtIntenStatusCh4","LengthCh1","LengthStatusCh1","MemberAvgAvgIntenStatusCh2","MemberAvgTotalIntenStatusCh2","NeighborAvgDistCh1","NeighborAvgDistStatusCh1","NeighborMinDistCh1","NeighborMinDistStatusCh1","NeighborVarDistCh1","NeighborVarDistStatusCh1","PerimCh1","PerimStatusCh1","ShapeBFRCh1","ShapeBFRStatusCh1","ShapeLWRCh1","ShapeLWRStatusCh1","ShapeP2ACh1","ShapeP2AStatusCh1","SkewIntenCh1","SkewIntenCh3","SkewIntenCh4","SkewIntenStatusCh1","SkewIntenStatusCh3","SkewIntenStatusCh4","SpotFiberCountCh3","SpotFiberCountCh4","SpotFiberCountStatusCh3","SpotFiberCountStatusCh4","TotalIntenCh1","TotalIntenCh2","TotalIntenCh3","TotalIntenCh4","TotalIntenStatusCh1","TotalIntenStatusCh2","TotalIntenStatusCh3","TotalIntenStatusCh4","VarIntenCh1","VarIntenCh3","VarIntenCh4","VarIntenStatusCh1","VarIntenStatusCh3","VarIntenStatusCh4","WidthCh1","WidthStatusCh1","XCentroid","YCentroid"
"363",208340301,"Train","PS",14.0684085890494,2,338,0,167.318885448916,61.9102167182663,398.876160990712,268.191950464396,0,0,1,0,1.61946259985476,1,0.810678345850584,0,152.483185840708,378.355752212389,195.074336283186,1,1,1,7.54386710714489,7.66778559816425,6.44720719586277,1,1,0,20.762301131859,0,3.94104665216714,1,942.6080011038,0,239.17707256408,0,1354.25623582766,0,4686.24596299197,0,0.41188631436374,0.364790937131942,0,0,63.4075412358987,0,5.69077436486041,2,0.0081901983998839,0.045863446473016,0,0,12.6059842559166,9.3930254713197,0,0,7.29244682364117,6.33774174535363,1,0,0.0347222222222222,0.216606498194946,2,0,0.523226080569943,0.696670600072436,-0.781925389205518,0,0,0,48.4249582543495,1,0,0,255.990623044283,0,29.4778924810563,0,107.604898255546,0,138.196631201518,0,0.391167711168206,2,2.70932220367631,1,4.21182381679249,1,1.16196257647077,1.18986298531412,0.48418668730231,0,0,0,1,5,0,0,54044,19997,128837,86626,1,0,1,1,151.487670822221,389.082062728372,235.617797368435,1,1,1,17.873458604754,0,107,16
"367",208396096,"Train","PS",3.94580648739738,2,309,0,431.742372881356,495.722033898305,145.610169491525,772.64406779661,1,1,0,1,1.09001636661211,0,0.945895256326077,0,149.32967032967,78.8021978021978,375.326007326007,1,0,1,7.90626605950912,6.95141478113482,7.86289661029054,1,1,1,19.8419902771771,0,2.11465734864848,0,602.663066903335,0,284.993248333357,0,1236.85941043084,0,4090.29206600062,0,0.501664213288828,0.456076356522831,0,0,26.8033873897672,0,11.9470274533626,0,0.0156181870514316,0.00866143922858086,0,0,7.81287157945594,8.50077167742543,0,0,6.8354739468208,7.16975669527753,0,1,0.0966542750929368,0.0260223048327138,0,2,-0.677479425077899,3.06517324942712,1.36098164786468,0,0,0,27.1195597400302,0,0,0,321.949390469982,1,32.7778978820967,0,130.724378374104,1,77.5008296862597,0,0.78006870738325,1,1.85540097249911,0,1.49262503425704,0,0.0468933247385123,1.4601009005927,1.27192820200192,2,0,0,0,6,2,0,127364,146238,42955,227930,1,1,0,1,214.972969687038,120.45549384846,586.849270709784,1,0,1,14.616549275331,0,392,25
"368",208397445,"Train","WS",160.083190824832,1,242,0,198.575757575758,656.155844155844,170.471861471861,771.597402597403,1,1,0,1,1.02708333333333,0,0.968796235366951,1,90.5081967213115,99.6838407494145,531.346604215457,0,0,1,7.37114492882978,6.97572710527017,7.20940288315971,1,1,1,17.5582090082051,0,1.24906367886762,0,320.945883825401,0,256.94917661553,0,968.52380952381,0,2834.25724617368,0,0.52573002002277,0.0749017878484534,0,2,15.2178648647427,0,15.2178648647427,1,0.0107397768096867,0.0113476414901803,0,0,6.22233435717421,13.4141180342255,0,1,6.95502789605489,7.04484332480416,0,1,0.0566037735849057,0.0707547169811321,0,2,-1.21183144309868,-0.80953717572144,-1.16830074905666,0,0,0,21.427795690455,0,0,0,212.061873509224,0,21.1063740358999,0,80.6476710246579,2,60.8714594589709,0,0.659075361745726,0,1.24979781211034,0,1.17210203386345,0,-0.0177681665550567,0.701348383230601,0.174642726040642,2,0,0,0,1,2,2,45871,151572,39379,178239,0,1,0,1,112.69843344733,159.233738282304,556.422670786051,1,0,1,17.1450097630378,0,211,107
"369",208399813,"Train","PS",20.7668269025114,2,1629,1,472.712540192926,233.095819935691,106.677813504823,334.149196141479,1,0,0,1,1.17555801804654,0,0.877078872021774,0,178.72142619127,81.8643785404865,201.639786737754,1,0,1,9.47569958563475,5.05467470187102,7.09376848632573,1,0,1,45.5553535166579,1,1.52509426404324,0,6193.91846745243,1,4061.33483908821,1,6519.71655328798,1,49501.3320689067,1,0.31975476945153,0.112802291960572,0,2,74.4576560632052,1,22.2320676598671,1,0.221767901502683,0.0923962870160782,1,0,2.13840518236893,4.16791377227424,2,0,4.1684288577534,5.64011998803576,2,0,0.46524064171123,0.295681063122924,1,0,-0.456755590963403,8.98566496209326,1.44182431210979,0,1,0,64.9612385066766,1,0,0,283.920779390654,1,37.5474378713508,0,118.216642673994,0,193.379447446145,1,0.558936416347255,0,1.44711243333508,0,1.7977072773385,0,0.570450437498212,2.85004620341672,1.37437564970702,0,1,0,9,22,1,1,735068,362464,165884,519602,1,1,1,1,341.083185208258,207.44078236796,394.172622333291,1,1,1,44.8902497209315,1,90,42
"372",208406895,"Train","PS",74.3102854932965,0,259,0,43.7096774193548,1.08467741935484,102.282258064516,5.05241935483871,0,2,0,0,1.34093067426401,0,0.89137255226106,0,45.0182232346241,67.7243735763098,7.94760820045558,0,0,2,6.32640885128078,7.16726681242399,1.68521304628792,0,1,2,18.1928217715705,0,4.00031592647587,1,638.919609105393,0,159.717287546401,0,1039.80045351474,0,3152.81738813198,0,0.82146476995006,0.61015425066007,1,0,42.3306742353538,0,6.51855785347109,0,0.00747204462033508,0.563064265458047,0,1,14.9609663883003,0.686484689850014,0,2,7.38580736744366,1.8070937592696,1,2,0.0309734513274336,0.761061946902655,2,1,-0.273051264047933,-0.43187836505947,16.5841367540609,0,0,1,38.3743236356441,0,0,0,238.567987928386,0,22.8930769124979,0,96.1628751314653,0,97.6984641776498,0,0.533734945570398,0,3.02354958481059,1,2.75268379121149,0,0.528617265619691,0.502981505743076,3.89493465740232,0,2,1,2,2,0,0,10840,269,25366,1253,0,2,0,2,26.9930618903918,63.7661504505975,14.63649858815,0,0,2,12.6918122422815,0,273,28
"373",208312488,"Train","PS",90.7047922509257,0,501,0,58.2489539748954,64.0962343096234,123.491631799163,89.4435146443515,0,0,0,0,2.79263565891473,1,0.720455803835032,2,67.6438188494492,135.71970624235,102.791921664627,0,0,0,6.89018058617692,7.47485456454738,5.55922449548192,0,1,0,25.2573727017989,0,2.14307427730442,0,1251.35924681142,0,583.908481410824,0,2004.13151927438,0,8436.51612095589,0,0.685118098826257,0.726405353860788,0,1,112.541925453389,1,4.80588850243404,2,0.00686465866116491,0.069078178873602,0,0,22.6797130631765,8.95268958325843,1,0,7.72367061632097,5.93982816369557,1,0,0.0443349753694581,0.253694581280788,2,0,0.681453346502252,0.835929528432578,5.67164608720476,0,0,1,61.2476149053945,1,0,0,218.627984983176,0,27.8506300893154,0,81.7673705761365,2,234.695627911646,1,0.194431081397937,2,1.45571992690972,0,8.10418840954248,1,0.966290103793677,1.05862114660055,2.5294547957341,0,0,1,0,15,2,1,27843,30638,59029,42754,0,0,0,0,47.5289688029823,106.294603894095,171.838227750747,0,0,0,42.0737627981876,1,287,33
"377",208340373,"Train","WS",151.066971779926,1,440,0,42.9,144.883333333333,69.4547619047619,49.4380952380952,0,0,0,0,1.06651376146789,0,0.919388906964858,0,41.1550190597205,39.297331639136,34.9339263024142,0,0,0,6.43322080976476,5.87813433078202,6.27345422621014,0,0,0,23.6754841968655,0,1.30446578782339,0,804.103278248738,0,616.423432300551,0,1760.95238095238,0,6948.56671111179,0,0.462805659978919,0.488033581748527,0,0,27.042664819565,0,16.8995575452366,1,0.0773853138011656,0.012484209320154,0,0,4.34401841877527,10.1595852546467,0,0,5.72208713483997,7.17224607484219,0,1,0.269720101781171,0.078880407124682,0,2,0.251532297932848,-0.214654964141575,-0.998307731088136,0,0,0,29.2402807287723,0,0,0,236.037731782734,0,27.6618100810748,0,96.849069416302,0,87.8844447296032,0,0.649529766558285,0,1.26146299091555,0,1.3448900146521,0,0.680331166721656,0.700863674055772,0.27269371307255,0,0,0,2,5,0,0,18018,60851,29171,20764,0,0,0,0,27.3023546865206,65.8157265269984,37.0013960636298,0,0,0,23.179658015611,0,328,22
"380",208394061,"Train","PS",142.268899555265,1,557,0,19.0733082706767,112.687969924812,22.9285714285714,123.035714285714,0,0,0,0,1.30571814497974,0,0.843672152248308,0,34.4521384928717,18.4195519348269,70.0590631364562,0,2,0,5.32106742105094,5.24201994764695,6.54912312841808,2,0,0,26.6458783393912,1,1.47638737927127,0,1219.5206564655,0,826.016717284212,0,2230.53968253968,0,9905.78150202276,0,0.099094147440363,0.394514097994607,2,0,58.1983395979121,0,10.0003754022057,0,0.043442520364531,0.0532318292451107,0,0,9.03761433638231,5.04152407027151,0,0,6.47596836347622,6.18028722495397,0,0,0.197125256673511,0.226262626262626,0,0,-0.280240928828619,0.00220840947366621,-1.01899447012103,0,0,0,42.2777491936465,0,0,0,218.820177958773,0,25.2862299292773,0,91.8333370628483,0,136.397430000236,0,0.433152780391122,2,1.38840081484312,0,2.54374187723677,0,0.656162018849564,0.673104469248475,0.437175413555012,0,0,0,2,9,0,0,10147,59950,12198,65455,0,0,0,0,16.3096298055379,20.5172440638167,110.893401376505,0,2,0,30.4506801938342,1,221,104
"381",208396167,"Train","PS",175.32153944892,1,213,0,31.3235294117647,197.882352941176,14.7549019607843,79.2745098039216,0,0,0,0,1.04368358913813,0,0.947967276358565,0,44.6989247311828,13.3978494623656,42.4516129032258,0,2,0,5.80599730665823,4.11701240026196,4.96543235664679,2,2,0,16.5002037937652,0,1.7117053327364,0,311.803727993463,0,182.159698886374,0,855.319727891157,0,2352.15830317199,0,0.272104837436848,0.420330377499891,0,0,20.0573619541557,0,11.0659304809468,0,0.158168666817643,0.132355004664752,0,0,5.17831116252169,3.66437246963563,0,0,4.7281400462791,4.9854183199092,2,0,0.4,0.357894736842105,1,0,-0.351154852800556,0.630979767285782,-1.09918211687626,0,0,0,22.0129053783718,0,0,0,257.889174305281,0,34.5374521484581,0,94.907750280259,0,62.2465848702048,0,0.733294659529223,1,1.66174644328291,0,1.38917471927085,0,0.329593138125265,1.16212969845463,0.429814543321712,0,0,0,2,3,0,0,6390,40368,3010,16172,0,0,0,0,19.5591920944192,17.8380163951028,77.3342195093003,0,2,0,13.2468497028244,0,315,12
"382",208397479,"Train","PS",131.656233816092,0,487,0,23.8881720430108,1.05161290322581,48.3311827956989,56.5440860215054,0,2,0,0,1.49466192170819,1,0.806114964734346,0,35.2172373081464,38.1475796930342,43.8311688311688,0,0,0,5.68019047237904,6.26820409035692,4.66961653819074,2,0,0,24.9115471724007,0,1.96337817826736,0,1149.21942889961,0,585.327595885662,0,1949.62585034014,0,8094.69938988002,0,0.458365994632591,0.397485260603074,0,0,57.4232665888183,0,8.9762472100169,0,0.0207779462004277,0.188730483616003,0,0,10.3675839188134,2.27273614363778,0,2,6.88033619958454,4.43428898023029,0,0,0.121428571428571,0.43559718969555,0,1,1.68200281743715,1.3373151715908,1.59344274446747,0,0,0,39.1903672466024,0,0,0,193.803203129896,0,27.5669150841409,0,89.861255606892,0,132.79902759767,0,0.468887377783299,2,1.47752869842831,0,2.72266778983729,0,1.18548864098891,1.18072307058461,1.48334911932417,0,0,0,4,11,1,1,11108,489,22474,26293,0,2,0,0,20.9915592328003,44.4802964195242,80.7514885010325,0,0,0,26.5242680485937,1,286,150
"385",208320974,"Train","WS",109.93230250777,0,157,0,71.2266666666667,216.073333333333,0.82,1.59333333333333,0,0,0,2,1.06031746031746,0,0.962707647554229,0,64.7490774907749,3.65682656826568,3.56088560885609,0,2,2,6.30939600384551,0.850704744508102,0.919801597685487,0,2,2,14.148808025969,2,1.26120736496462,0,168.75307222477,0,133.802796362122,0,628.91156462585,0,1483.05816553382,0,0,0.837153303025025,2,1,12.5962365936348,2,12.5962365936348,0,0.65287446346342,0.766888767091895,1,1,0.547009478156662,0.192313977557468,2,2,1.29583748719435,0.929756330132657,2,2,0.817518248175182,0.883211678832117,1,1,-0.499879107333326,51.6085190157704,29.2213379801223,0,1,1,17.1448016261375,2,0,0,321.482362565208,1,29.3353141724504,0,122.098126022062,0,50.3849463745392,0,0.639423362611801,0,1.19542914415736,0,1.22368680018089,0,0.19439468231379,6.54551183062562,5.1197280668133,0,1,1,0,3,2,0,10684,32411,123,239,0,0,0,2,36.0252035232126,3.35076110756944,6.19795306712,0,2,2,14.34196389634,0,444,10
"387",208397503,"Train","PS",8.14891448902207,2,340,0,50.1569230769231,230.932307692308,29.8953846153846,185.513846153846,0,0,0,0,1.22551928783383,0,0.889854637250511,0,46.1490787269682,25.8375209380235,96.5209380234506,0,0,0,6.51005865316811,5.46314877259555,6.34447134970645,0,0,0,20.826481504823,0,1.99319507960652,0,676.583644490754,0,339.446776390958,0,1362.64172335601,0,4729.83877486235,0,0.0115018144181241,0.36451077658186,2,0,35.7312195114508,0,9.88599513146527,0,0.0256102575404077,0.0593378344250892,0,0,8.75538829393144,3.23651242675288,0,0,6.63508882098522,5.70896506323026,0,0,0.145214521452145,0.224489795918367,0,0,-0.270425763287868,-0.570282426180902,-0.0718267090105188,0,0,0,29.9735537900337,0,0,0,258.729546778043,0,31.9848320060939,0,117.320927994171,0,91.2344292858321,0,0.670778859462663,0,1.76902573528358,0,1.87515361130672,0,0.472811997164395,0.621791345114871,1.04240081281559,0,0,0,2,6,0,0,16301,75053,9716,60292,0,0,0,0,31.1147255231136,27.432066753902,211.784761474709,0,0,0,16.9435374467454,0,148,28
"388",208405334,"Train","WS",26.7471372925739,2,622,1,78.2323232323232,217.957912457912,108.351851851852,232.518518518519,0,0,0,0,1.1244426428861,0,0.850781253831554,0,71.8089686098655,103.007174887892,140.216143497758,0,0,0,7.19213308341425,5.28691413257779,7.45153376062019,1,0,1,28.1557724717449,1,1.58460349737241,0,1490.60139368046,0,940.677839063322,0,2490.48979591837,1,11686.94400618,0,0.71848006516739,0.292110360010451,0,0,45.9345463331998,0,14.0736924764418,1,0.16951563538713,0.0243883500286995,0,0,3.14045507779823,8.2613190306431,2,0,4.73122481261108,6.86419541426214,2,0,0.409660107334526,0.136690647482014,1,0,7.98555664885493,7.52808471645612,-0.960302513541756,1,0,0,38.0255970886781,0,0,0,348.23673344083,1,60.638570903173,1,127.377678471453,0,120.016477619283,0,0.627431216344789,0,1.45711366549235,0,1.7730534457079,0,2.15994433126287,2.37560894263006,0.366032585234527,1,1,0,0,12,2,1,46470,129467,64361,138116,0,1,0,1,60.7398817195336,169.05903907173,186.373788529943,0,0,0,26.0965208063089,1,482,40
"390",208410509,"Train","WS",130.858212429099,0,225,0,95.8279069767442,317.93488372093,29.7488372093023,112.148837209302,0,0,0,0,1.05133928571429,0,0.95494767556277,0,50.5341772151899,17.5670886075949,63.5417721518987,0,2,0,6.67513521927934,4.66501744039461,5.65708501150446,0,0,0,16.9392217923337,0,1.35679815440143,0,300.356380658809,0,221.3714543202,0,901.439909297052,0,2544.94842600732,0,0.210689068363739,0.399956916263985,0,0,15.2178648647427,0,15.2178648647427,1,0.118212280668643,0.0802561436459914,0,0,3.80627339383685,4.83889658001334,0,0,5.16425672048128,5.64195134123823,0,0,0.33502538071066,0.274111675126904,0,0,-0.415062543238222,-1.1804862172833,-1.12445025316524,0,0,0,20.5311757421432,0,0,0,329.543415477162,1,39.4000428766874,0,144.164284688924,1,60.8714594589709,0,0.682010616241144,0,1.27568070171437,0,1.25582360771084,0,-0.388827751426935,0.414007827777254,0.340209012245497,2,2,0,0,3,2,0,20603,68356,6396,24112,0,0,0,0,43.1381034050721,29.2352476977747,100.140023762295,0,0,0,16.0942904557165,0,404,13
"391",208322145,"Train","WS",46.9324193056746,0,597,1,24.480701754386,122.275438596491,24.680701754386,94.640350877193,0,0,0,0,1.25960320810469,0,0.791140659365899,2,33.3169811320755,16.4811320754717,47.7301886792453,0,2,0,5.77942384353476,4.65416360699929,6.50609265856974,2,0,0,27.5811044106604,1,1.74352014920175,0,1469.76303075856,0,842.985973767764,0,2389.86394557823,1,10985.8478350443,0,0.291798151942054,0.313959225233488,0,0,55.5819497454563,0,11.1688799408033,0,0.154802420790317,0.0336925952296193,0,0,2.51132075471699,4.8245283018868,2,0,4.8179771181381,6.49955377502916,2,0,0.386792452830189,0.171698113207547,1,0,0.212503034428472,0.107318395993858,-1.36151063572862,0,0,0,39.0218474969483,0,0,0,275.125856213284,1,45.4645210657383,1,129.478005165842,1,133.501659372519,0,0.557874548406793,0,1.42180165972011,0,2.28463849641583,0,0.716743986873856,1.10305623622501,0.168878288733314,0,0,0,1,5,0,0,13954,69697,14068,53945,0,0,0,0,18.4886066253284,31.535718755124,77.5767110098447,0,0,0,27.4453523317942,1,268,20
"394",208312448,"Train","PS",143.181366560467,1,720,1,63.6506550218341,3.43813682678311,153.438136826783,19.5545851528384,0,2,0,0,1.72687224669604,1,0.570756350300263,2,59.0885245901639,113.245901639344,20.0852459016393,0,0,0,7.10367816093036,7.91579362024984,3.42948615775765,1,1,2,30.2797714652079,1,2.17907670153588,0,2174.16707517078,1,997.746923565546,1,2880.4149659864,1,14536.3844825054,1,0.658570992059243,0.364291310127848,0,0,118.917502494127,1,6.50282054185189,0,0.00589438229027331,0.322127387215984,0,1,15.9115342959804,1.67229017008914,1,2,7.78464584317462,3.39324303463963,1,2,0.0295566502463054,0.569786535303777,2,1,2.75597161983552,0.00780740196601348,3.88025983822053,0,0,0,56.3186615919257,1,0,0,167.849059810272,2,36.9848976348621,0,73.5990448514838,2,250.840646071959,1,0.424717121841181,2,1.87072242550774,0,6.47494129644882,1,1.19745134463564,0.813871018652044,2.10476935593684,0,0,1,3,16,0,1,43728,2362,105412,13434,0,2,1,0,45.6811644748747,110.793125347131,36.0407682603044,0,0,0,30.105300938294,1,239,134
"395",208314621,"Train","PS",80.7831858298255,0,812,1,26.7767741935484,38.5354838709677,11.8116129032258,13.7922580645161,0,0,0,0,1.22747047855811,0,0.771048819874921,2,42.4893029675638,19.2277432712215,23.8447204968944,0,2,0,5.88537280647508,4.56366698941964,4.89384658269183,0,2,0,32.1606691089895,1,2.1808571689126,0,2606.07983482953,1,1194.97960342306,1,3249.37641723356,1,17417.019960867,1,0.54757594540584,0,0,2,70.055857291762,1,12.0370461824085,0,0.0357035239236379,0.00972107974241198,0,0,24.4601036772859,41.2446532469166,1,1,6.74126391765599,7.55983035744566,0,1,0.179063360881543,0.0705394190871369,0,2,-0.208191766352023,0.938826508467912,-0.21685988156559,0,0,0,48.7563035460999,1,0,0,180.235687681925,2,27.8129686385649,0,79.3374836670971,2,164.185806948341,1,0.624316775316793,0,1.82694938722165,0,2.54386703381938,0,0.600716617078358,1.15041411447725,0.707568297016307,0,0,0,4,20,1,1,20752,29865,9154,10689,0,0,0,0,20.4698482253378,12.8779128485181,12.3565082001812,0,2,2,26.6872765535375,1,176,125
"396",208319749,"Train","WS",96.5689433195167,0,157,0,420.726666666667,389.173333333333,21.4266666666667,231.133333333333,1,1,0,0,1.02555910543131,0,0.982185365940866,1,124.426470588235,31.5661764705882,88.2720588235294,1,0,0,6.9520868571387,3.44316142788726,6.87208685713864,0,2,0,14.148808025969,2,1.33295597128137,0,173.48676197683,0,130.15190727572,0,628.91156462585,0,1483.05816553382,0,0.132034632034632,0.325101265974516,2,0,12.3841986986105,2,12.3841986986105,0,0.214839625359738,0.0101622070501259,1,0,5.0374756651525,6.54958901146441,0,0,4.08916449128637,6.86472614038466,2,0,0.456521739130435,0.0373134328358209,1,2,-0.411092060243035,2.67407110514381,-0.851460999450981,0,0,0,16.8590224375848,2,0,0,262.288443019171,0,19.1263403039901,0,121.924859376326,0,49.5367947944419,0,0.709634147387987,1,1.28283172991702,0,1.19039390843011,0,-0.461872409474342,1.8710071780678,0.0402604792326512,2,0,2,2,2,0,0,63109,58376,3214,34670,1,0,0,0,141.089659279323,36.8418867896613,115.449363599613,1,0,0,13.1420372948488,0,75,78
"397",208332461,"Train","WS",76.2079508857985,0,229,0,72.5251141552511,335.630136986301,135.232876712329,204.461187214612,0,1,0,0,1.03982300884956,0,0.966664206544065,0,58.3086419753086,93.0543209876543,156.155555555556,0,0,0,6.52352433386755,6.84500208726462,7.11000178545586,0,0,1,17.0960697849347,0,1.09541178944611,0,277.444696873997,0,253.278903465414,0,918.210884353742,0,2616.29955936636,0,0.030044747496271,0.447998344521614,2,0,14.7937890746941,0,14.7937890746941,1,0.0069687279208737,0.00677284935413157,0,0,27.7459274252548,17.4903428766522,1,1,7.51363654326398,7.44316290505957,1,1,0.0396039603960396,0.0198019801980198,2,2,-0.561605889090142,-0.0151505626657162,-1.14584614626622,0,0,0,18.6114608311076,0,0,0,204.636665635831,0,27.8129686385649,0,98.1667736794267,0,59.1751562987763,0,0.690542238254877,1,1.04200242152646,2,1.17630412611838,0,-0.118989096749521,0.462913205052838,0.255739703545995,2,2,0,0,1,2,2,15883,73503,29616,44777,0,0,0,0,33.0172648812422,70.9242030063773,142.940841294593,0,0,0,17.8612452779554,0,356,107
"398",208333271,"Train","WS",66.5427583045327,0,317,0,153.392739273927,197.49504950495,94.019801980198,172.333333333333,0,0,0,0,1.04430379746835,0,0.96371549950023,0,59.3957219251337,46.2085561497326,72.8930481283422,0,0,0,7.13653784667335,6.85190749330352,7.35385953456777,1,0,1,20.1092345076227,0,2.17066184576475,0,635.596620656911,0,292.81236130678,0,1270.40136054422,0,4257.79981299777,0,0.571863894677176,0.523582846049036,0,0,25.0547961450329,0,13.2200938875043,0,0.0117803266663407,0.00749582864687757,0,0,8.68510489510492,12.7735664335664,0,1,7.09385898274774,7.3847175375711,0,1,0.0699300699300699,0.0290909090909091,0,2,-0.344979463074848,-0.685757005299112,-0.453504626446567,0,0,0,31.1880863535338,0,0,0,274.735615473947,1,42.4726736212255,0,127.695215137661,0,76.5497800650743,0,0.677664159080084,0,2.0754439732685,0,1.40782944418436,0,-0.573514129462068,0.0849302926003655,-0.0866653970355193,2,2,2,3,5,0,0,46478,59841,28488,52217,0,0,0,0,58.9333198191449,56.7869006297148,73.1480106574766,0,0,0,15.0271877994458,0,492,83
"400",208340319,"Train","PS",102.990410484906,0,165,0,29.3860759493671,386.772151898734,14.6772151898734,105.556962025316,0,1,0,0,1.10606060606061,0,0.96385334177018,0,41.6903914590747,15.1138790035587,58.373665480427,0,2,0,5.76859969810321,2.6069968554759,5.21305497859849,2,2,0,14.521208726504,0,2.67547547354818,0,265.7098583624,0,99.313135548957,0,662.453514739229,0,1603.27095985576,0,0.347790387363503,0.333661869898467,0,0,24.6065544609069,0,7.02864273610026,0,0.407670951077832,0.0926451281187695,1,0,1.31426539321276,3.22094086567771,2,0,2.79884391774824,5.32658813248421,2,0,0.654135338345865,0.293233082706767,1,0,-0.446883760818304,3.02740064317017,-0.437701064205193,0,0,0,26.0908974399779,0,0,0,210.565274173082,0,29.5311818752289,0,117.386227399654,0,63.2703943940144,0,0.547814053945374,0,2.25172727107898,0,1.84190137115082,0,0.603186066063496,1.95114618730415,0.824500451190691,0,0,0,0,4,2,0,4643,61110,2319,16678,0,0,0,0,21.6405399811968,27.9566275712258,113.4577093838,0,0,0,11.5870593100183,0,432,79
"401",208341284,"Train","PS",125.465295584292,0,156,0,78.2013422818792,0.140939597315436,219.181208053691,37,0,2,0,0,1.20373250388802,0,0.905189923567946,0,73.9266409266409,185.27027027027,43.3552123552124,0,1,0,6.49602351401143,6.95906860434526,3.0118084068052,0,1,2,14.1015664649482,2,2.68372661906355,0,243.7081707674,0,90.8096111713642,0,624.718820861678,0,1468.25232904751,0,0.48072149609207,0.476702384503625,0,0,26.0520704036957,0,6.46765832472083,0,0.00768069057947116,0.315841900623196,0,1,17.4145192078263,1.98568360773085,1,2,7.19853212214742,3.26062366169043,0,2,0.0196850393700787,0.575757575757576,2,1,1.38151648084701,1.31271860964039,1.23430054142513,0,0,0,22.9716154102481,0,0,0,182.216980019864,2,16.5084325322304,2,90.2499142978261,0,65.0394574568331,0,0.621270717007392,0,2.09913011251703,0,1.99780028244558,0,1.25753028603423,1.2999537924092,1.54091701730475,0,0,0,2,3,0,0,11652,21,32658,5513,0,2,0,0,62.0958319631162,171.764824929624,60.2841147952286,0,0,0,10.9433975880148,2,333,76
"403",208394005,"Train","WS",71.201136635602,0,253,0,63.4710743801653,325.293388429752,21.5165289256198,94.909090909091,0,0,0,0,1.042,0,0.958622519985963,0,50.7991071428571,25.6473214285714,55.5491071428571,0,0,0,6.60193112405724,3.90043634481711,5.06596676910497,0,2,0,17.9713998695122,0,1.33938983513522,0,356.367506843415,0,266.067053441119,0,1014.64399092971,0,3039.09548103257,0,0.499669543889295,0.397141671006451,0,0,16.0296364935279,0,16.0296364935279,1,0.195031895032741,0.133865386829174,1,0,4.5316511201467,2.93773419437136,0,0,4.46498928482019,4.93101769449855,2,0,0.441441441441441,0.358407079646018,1,0,-0.860950603539824,0.92530731556543,-1.12060082507721,0,0,0,22.0232571560717,0,0,0,204.934051796234,0,25.6565931287663,0,111.966166298151,0,64.1185459741117,0,0.670529217170424,0,1.2821153792687,0,1.24846552398317,0,0.131583371310617,1.38859962607047,0.622808400657936,0,0,0,0,2,2,0,15360,78721,5207,22968,0,0,0,0,36.409533394239,30.4530823179262,102.80576245225,0,0,0,17.1772817892829,0,377,134
